name,area,address,cost,timings,rating,cuisines,contact,highlights
Eatico,Gachibowli,"55/E, Nanakramguda, Adjacent to Golf View Apartments, Financial District, Serilingampally, Gachibowli, Hyderabad",₹900,"8 PM to 2 AM (Wed-Sat), Mon, Tue & Sun Closed",3.8,"Fast Food, Bakery",040 33165253,"Desserts and Bakes, Outdoor Seating"
Tap,Banjara Hills,"8-2-293/174/101/M, GUV Vivilash Chambers, Road 14, Banjara Hills, Hyderabad","₹1,800",10 AM to 11 PM,3.9,Finger Food,"+91 8978208888, +91 8019024234","Smoking Area, Live Sports Screening, Valet Parking Available, Wifi, Nightlife"
Rock n Grill,Hitech City,"1st Floor, Night Bazaar, Shilparamam, Near, Hitech City, Hyderabad",₹700,"11 AM to 11 PM (Mon-Fri), 11 AM to 11:30 PM (Sat-Sun)",4.2,"North Indian, Chinese, Biryani","+91 9618944999, +91 8499821166",Outdoor Seating
Testa Rossa,Banjara Hills,"Plot 15 & 16, Road 3, Banjara Hills, Hyderabad",₹800,10 AM to 10:30 PM,4.0,"Cafe, Italian, Continental",040 65290011,"Wifi, Valet Parking Available, Outdoor Seating, Smoking Area"
Domino's Pizza,Gachibowli,"129-132, Ground Floor, Block 3, DLF Cyber City, APHB Colony, Gachibowli, Hyderabad",₹700,11 AM to 11 PM,2.3,"Pizza, Fast Food",040 33165365,
Manpasand Restaurant,Gachibowli,"Beside Reliance Fresh, Indira Nagar, Gachibowli, Hyderabad",₹500,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.7,"South Indian, North Indian, Chinese","040 65518551, 040 65519551",Buffet
Playboy Club - Novotel Hyderabad Convention Centre,Kothaguda,"Novotel HICC Complex, Cyberabad Post Office, Kothaguda, Hyderabad","₹3,000",10 AM to 10 PM,4.4,European,"+91 8099048048, +91 7680078104","Outdoor Seating, Smoking Area, Nightlife, Valet Parking Available"
Starbucks,Kukatpally,"Upper Ground Floor, Forum Sujana Mall, Phase 6, KPHB, Kukatpally, Hyderabad",₹650,"6 PM to 12 Midnight (Mon-Thu), 6 PM to 2 AM (Fri), 12 Noon to 2 AM (Sat), 12 Noon to 12 Midnight (Sun)",3.9,Cafe,+91 9581000672,Wifi
Frozen Desert,A S Rao Nagar,"Plot 1-19-71-1-13, PNR SSV Complex, Kapra Muncipality, A S Rao Nagar, Secunderabad",₹400,"6:30 AM to 3 PM, 7 PM to 11:30 PM (Mon-Sat), 6:30 AM to 4 PM, 7 PM to 11:30 PM (Sun)",3.9,Ice Cream,"+91 8008083880, +91 8008083880","Outdoor Seating, Desserts and Bakes"
Starbucks,Banjara Hills,"Ground Floor GVK 1, Road 1, Banjara Hills, Hyderabad",₹650,"12 Noon to 3:30 PM, 6 PM to 11:30 PM",3.6,Cafe,+91 7799803332,"Outdoor Seating, Wifi"
MRCB,Kukatpally,"LIG 41, Dharma Reddy Colony, Opposite JNTU, KPHB, Kukatpally, Hyderabad",₹650,4 PM to 12 Midnight,3.2,"North Indian, Chinese, Biryani","040 23150136, +91 9154884499",
Rang Rasiya,PG Road,"2nd Floor, Legend Crystal, Near Sunshine Hospital, PG Road, Secunderabad",₹400,12 Noon to 12 Midnight,2.3,"Gujarati, Rajasthani",040 66448484,
Flavoroso,Kondapur,"303, Aishwarya Nilayam, Safari Nagar, Kondapur, Hyderabad",₹300,"12 Noon to 4 PM, 7 PM to 11 PM",3.7,"Bakery, Desserts",040 33165294,"Desserts and Bakes, Home Baker, Pre-Ordering Required"
La Cantina - Novotel Hyderabad Convention Centre,Kothaguda,"Novotel Hotel, HICC Complex, Cyberabad Post Office, Kothaguda, Hyderabad","₹2,300",11 AM to 11 PM,3.6,"Mexican, Continental",040 33165144,"Outdoor Seating, Valet Parking Available, 4/5 Star"
Chill Restaurant And Terrace - Radisson Blu Plaza Hotel,Banjara Hills,"Radisson Blu Plaza Hotel, 8-2-409, Road 6, Banjara Hills, Hyderabad","₹2,000",6:30 AM to 11:30 PM,3.6,"Continental, North Indian, South Indian",040 67331133,"Outdoor Seating, Smoking Area, Wifi, 4/5 Star, Valet Parking Available, Buffet"
Siaa,Jubilee Hills,"8-3-293/82/A/70, 4th Floor, Anshu Colours, Near TV5 Office, Jubilee Hills, Hyderabad","₹1,200",10:30 AM to 11 PM,2.7,"North Indian, Mughlai","+91 9000774425, 040 64513333","Outdoor Seating, Valet Parking Available, Wifi"
Spoil,Jubilee Hills,"8-3-293/82/A/70, 4th Floor, Anshu Colours, Jubilee Hills, Hyderabad","₹2,000","12 Noon to 10:30 PM (Tue-Sun), Mon Closed",2.8,Finger Food,"+91 8790155588, +91 9000774423","Wifi, Club, Live Sports Screening, Valet Parking Available, Drinking Age Applicable, Smoking Area, Dance Floor, Nightlife"
Shamrock - The Irish Bar,Hitech City,"101, 13, 13/1, 11, SBR Gateway, Cyber Gateway, Hitech City, Hyderabad","₹1,500","12 Noon to 3:30 PM, 7 PM to 12 Midnight",3.5,"Continental, Mughlai",040 65865556,"Nightlife, Wifi"
Sagar Papaji Ka Dhaba,Abids,"Plot 4-1-365/F/1, Reddy Hostel Road, Hanuman Tekdi, Abids, Hyderabad",₹650,11 AM to 12 Midnight,3.7,North Indian,"040 24753857, 040 24751254",
Brijwasi Aahaar,Miyapur,"Pragati Enclave, Sai Baba Temple Lane, Miyapur, Hyderabad",₹500,6 PM to 11 PM,4.2,North Indian,040 33165327,Zomato Fulfilled Delivery
MoMo Cafe - Courtyard By Marriott,Necklace Road,"Courtyard by Marriott,
Opposite Hussain Sagar Lake,
Tank Bund Road, Near Necklace Road, Hyderabad","₹2,700",11 AM to 11 PM,2.8,"North Indian, Italian, Asian",040 27522999,"4/5 Star, Buffet"
Manzar,Hitech City,"13, 13/1/11, 64, SBR Gateway, Hitech City, Hyderabad",₹950,7 AM to 10:45 PM,4.5,"North Indian, Chinese","040 65555605, +91 9985707050",
Call Of Bengal,Gachibowli,"1st Floor, Ayappa Heights, Opposite DLF Gate 3, Gachibowli, Hyderabad",₹500,12 Noon to 11 PM,3.6,"Bengali, Chinese, Mughlai",040 65550159,Wifi
Capital Kitchen,Madhapur,"R3, 237-238, 4th Floor, Zen Building, Kaveri Hills, Madhapur, Hyderabad","₹1,700",7 PM to 4 AM,4.0,"Italian, Mexican, North Indian, Continental, Sushi",040 33194275,"Valet Parking Available, Private Dining Area Available, Wifi"
Al Qaswa,Masab Tank,"10-3-291/9, Pattapo Apartments, Beside Union Bank, Vijay Nagar Colony, Masab Tank, Hyderabad",₹400,11 AM to 12 Midnight,2.7,Arabian,"040 65986464, 040 65984444",Outdoor Seating
Siddique Kabab Centre,Tolichowki,"Yousuf Tekri Complex, Tolichowki Road, Tolichowki, Hyderabad",₹350,"12:30 PM to 2:45 PM, 7:30 PM to 11:45 PM",4.4,"North Indian, Mughlai",Not Available,
Angaara 2 Kababs on Charcoal,Kondapur,"Beside Heritage Fresh, Lane of Chirec Public School, Masjid Banda, Kondapur, Hyderabad",₹400,"10 AM to 10 PM (Mon-Sat), 3 PM to 9 PM (Sun)",4.3,"North Indian, Mughlai, Chinese",+91 9502839211,"Outdoor Seating, Zomato Fulfilled Delivery"
Celeste - Taj Falaknuma Palace,Falaknuma,"Taj Falaknuma Palace, Falaknuma, Hyderabad","₹6,000",9 AM to 10 PM,3.9,"Italian, Mediterranean, Thai",040 66298585,"Valet Parking Available, Luxury Dining, 4/5 Star"
La Mexicana,Kukatpally,"Plot 22, KPHB Colony, 7th Phase, Kukatpally, Hyderabad",₹600,9:30 AM to 12 Midnight,4.0,Mexican,040 49520099,Wifi
Syn Asian Grill & Bar - Taj Deccan,Banjara Hills,"Taj Deccan, Road 1, Banjara Hills, Hyderabad","₹2,500",12:30 PM to 11:30 PM,3.6,"Japanese, Vietnamese, Thai, Asian",040 66663939,"Wifi, Nightlife, Outdoor Seating, Luxury Dining, 4/5 Star"
Tabula Rasa,Jubilee Hills,"Beside Blue Cross, Road 35, Jubilee Hills, Hyderabad","₹1,650",12 Noon to 11 PM,2.8,Italian,,"Outdoor Seating, Valet Parking Available, Wifi"
Cuba Libre,Banjara Hills,"Level 5, Terrace GVK One Mall, Road 1, Banjara Hills, Hyderabad","₹1,800","12 Noon to 3 PM, 7 PM to 10 PM (Tue-Sun), Mon Closed",3.1,Finger Food,"040 67767114, +91 9949266000","Smoking Area, Wifi, Nightlife"
Aao Khao,Kondapur,"Plot 68B, 40ft Road, Sriram Nagar, Kondapur, Hyderabad",₹600,12 Noon to 12 Midnight,3.6,North Indian,,
Dakshin - ITC Kakatiya,Begumpet,"ITC Kakatiya, 6-3-1187, Begumpet, Hyderabad","₹2,000",24 Hours (Mon-Sun),3.6,South Indian,040 33194210,"4/5 Star, Luxury Dining, Wifi"
Shalimar Tiffins and Snacks,Rani Gunj,"Opposite City Light Hotel, Beside Voulgs Bawarchi, RP Road, Rani Gunj, Secunderabad",₹150,12 Noon to 12 Midnight,4.0,Fast Food,+91 9849844241,
5th Avenue Bakers,Sainikpuri,"Plot 792, Defence Colony, Sainikpuri, Secunderabad",₹350,24 Hours,3.8,"Bakery, Fast Food, Desserts","040 27110289, 040 65270289","Outdoor Seating, Desserts and Bakes"
Dimmy's Pan Palace,PG Road,"1-8-57, PG Road, Secunderabad",₹300,11 AM to 11 PM,3.4,"Street Food, Juices, Fast Food",+91 9848069996,Outdoor Seating
Chepotle,Gachibowli,"Location Varies, Gachibowli, Hyderabad",₹450,11 AM to 12 Midnight,3.3,Mexican,040 33165016,
Hitex Bawarchi,Lingampally,"Plot 6-86/1, Bapu Nagar, Lingampally, Hyderabad",₹500,12:30 PM to 11 PM,2.2,"North Indian, Mughlai, Biryani, Chinese","+91 9985712453, 040 60502453",
Hong Kong Chinese Restaurant,Gachibowli,"Opposite Bank Of India, Rajiv Nagar, Kondapur Road, Gachibowli, Hyderabad",₹550,10 AM to 11 PM,2.4,Chinese,"+91 8686456833, 040 32994388",Zomato Fulfilled Delivery
Drunkyard,Gachibowli,"1-73, Opposite Cyberabad Police Commissionerate Office, Main Road, Gachibowli, Hyderabad","₹1,500",11 AM to 11 PM,4.2,"North Indian, Chinese",040 33165180,"Cocktail, Smoking Area, Live Music, Outdoor Seating, Wifi, Nightlife"
Melange - The Golkonda Hotel,Masab Tank,"The Golkonda Hotel, 10-1-124, Masab Tank, Hyderabad","₹1,800",7 PM to 4 AM,4.0,"North Indian, Continental, Chinese, South Indian",040 33165004,"Valet Parking Available, Buffet, Wifi, Live Sports Screening, 4/5 Star"
Eskimos,Film Nagar,"Opposite Bhavan's School, Film Nagar, Hyderabad",₹350,10 AM to 11:30 PM,2.4,"Ice Cream, Desserts",040 64519519,"Zomato Fulfilled Delivery, Outdoor Seating, Desserts and Bakes"
Citrus Cafe - Lemon Tree Hotel,Gachibowli,"Lemon Tree Hotel, Survey 115/1, Financial District, Nanakramguda, Serilingampally, Gachibowli, Hyderabad","₹1,800",10:30 AM to 11 PM,3.7,"European, South Indian, American, North Indian, Continental",040 33165101,"Buffet, Valet Parking Available, Wifi"
Game On Sports Bar And Bowling,Karkhana,"Floor 2, Silver Stone, Above MBS Jewellers, Karkhana, Secunderabad","₹1,400",11 AM to 2 AM,3.6,"North Indian, Chinese, Fast Food","+91 9000072277, +91 9502110099","Wifi, Buffet, Nightlife, Smoking Area, Live Sports Screening"
TAGS Cafe,Kondapur,"1-62/1, Terrace House, Sri Tirumala Subhash Arcade Kothaguda X Road, Kondapur, Hyderabad",₹500,7 AM to 11:45 PM,2.7,"Continental, Chinese","040 23004535, +91 9959142728","Smoking Area, Wifi, Outdoor Seating"
De Banyan,Hafeezpet,"3 & 4, Opposite Lakshmi Hyundai Showroom, Madinaguda, Hafeezpet, Hyderabad",₹800,11 AM to 11 PM,4.0,"North Indian, Mughlai, Chinese","040 64641616, 040 64588888",
Loventila,S R Nagar,"Near Corporation Bank, Community Ha
ll Lane, S R Nagar, Hyderabad",₹500,11 AM to 10:30 PM,3.5,"Chinese, North Indian, Fast Food","+91 9866864452, 040 40147094",Live Music
Nice Juice Centre,Tolichowki,"Yousuf Tekri Colony, Near Kashish Showroom, Tolichowki, Hyderabad",₹300,12 Noon to 11 PM,3.7,"Fast Food, Juices, Street Food",+91 9346036222,Outdoor Seating
Santosh Family Dhaba,Madhapur,"House Number 1-98/7/66, Plot 66, Jaihind Valley, Lane Opposite to Dena Bank, Madhapur, Hyderabad",₹450,8 AM to 2 AM,3.6,"North Indian, Chinese, Fast Food",,Zomato Fulfilled Delivery
Dusk 2 Dawn,Madhapur,"District Drive In, Inorbit Mall Road, Madhapur, Hyderabad",₹400,11:30 AM to 11:30 PM,2.6,"North Indian, Chinese, Fast Food",+91 7893828786,Valet Parking Available
Hyderabadi Chai Adda,Madhapur,"Ayyapa society, Madhapur, Hyderabad",₹500,4:30 AM to 12 Midnight,4.3,"Cafe, Continental","040 65127127, +91 9666869178","Wifi, Vegetarian Friendly"
Santosh Dhaba Jashan,Abids,"4-1-969/970, Ahuja Estate Lane, Opposite Santosh Sapna Theatre, Abids, Hyderabad",₹700,7:30 AM to 11 PM,3.8,"North Indian, Chinese, Italian","040 65538811, +91 9666666996",
Churros,Film Nagar,"3rd Floor, Above Punjab National Bank, Road 8, Film Nagar, Hyderabad",₹800,11 AM to 11 PM,3.6,"Cafe, Continental","040 64555645, +91 9052666558","Outdoor Seating, Smoking Area, Zomato Fulfilled Delivery, Live Sports Screening, Valet Parking Available, Wifi"
Waterside Cafe - Taj Banjara,Banjara Hills,"Taj Banjara, Road 1, Banjara Hills, Hyderabad","₹2,000",7 AM to 10:30 PM,2.9,"Italian, Continental, North Indian",040 66669999,4/5 Star
Cafe Niloufer & Bakers,Lakdikapul,"11-5-422/C/B, Opposite Hanuman Temple, Lakdikapul, Hyderabad",₹400,24 Hours,3.7,"Bakery, Fast Food",040 33165069,Desserts and Bakes
Chaitanya Family Restaurant,Kukatpally,"MIG 4, Sai Leela Plaza, KPHB Colony, Road 1, Kukatpally, Hyderabad",₹800,"12:30 PM to 3 PM, 7:30 PM to 11 PM",4.2,"North Indian, Chinese","+91 9246367222, +91 9246102444","Valet Parking Available, Zomato Fulfilled Delivery"
Hyderabad Chefs,Kukatpally,"MIG 21/1, JNTU Road, KPHB, Kukatpally, Hyderabad",₹600,"12:30 PM to 2:45 PM, 7 PM to 11:45 PM",3.7,"North Indian, Chinese","040 64583535, 040 64582525",
The Bake Factory,Kondapur,"Plot 6/20, Near Westend Appartments, Maszid Banda Village, Kondapur, Hyderabad",₹450,11 AM to 12 Midnight,3.3,"Cafe, Desserts, Bakery",040 33165330,"Free Parking, Desserts and Bakes, Outdoor Seating, All Day Breakfast"
Bahar Cafe,Kukatpally,"Beside Anupama Hospital, Near Malaysian Township, Phase 6, Kukatpally, Hyderabad",₹650,10 AM to 11:30 PM,3.6,"North Indian, Chinese, Biryani","+91 8886669832, +91 8886669831",
Cafe Niloufer,Lakdikapul,"Red Hills, Near Nilofer Hospital, Lakdikapul, Hyderabad",₹150,"12 Noon to 3:30 PM, 6:30 PM to 11 PM (Mon-Sun)",2.5,"Bakery, Street Food, Desserts",+91 8466868670,Desserts and Bakes
Saffron Soul - Marigold Hotel,Begumpet,"Green Lands, Begumpet, Hyderabad","₹1,500",12 Noon to 11 PM,3.6,"North Indian, Continental, Italian, Chinese",040 67363636,"Outdoor Seating, Buffet, 4/5 Star, Wifi"
Cafe Milano,Kothapet,"Plot 50, Green Hills Colony, Road 3, Kothapet, Hyderabad",₹600,12:30 PM to 11 PM,2.5,"Cafe, Continental, Chinese",040 33165821,"Outdoor Seating, Smoking Area, Wifi"
Cafe Nandini,Madhapur,"Sri Sai Nagar, Madhapur Main Road, Madhapur, Hyderabad",₹400,12 Noon to 3 AM,4.2,"South Indian, North Indian, Chinese",Not Available,
The Square - Novotel Hyderabad Airport,Shamshabad,"Novotel Hotels,  Hyderabad Airport, Shamshabad, Hyderabad","₹2,200",11:30 AM to 11:30 PM,3.8,"North Indian, Italian, Continental",040 33165772,"Live Music, Valet Parking Available, Outdoor Seating, Smoking Area, Wifi, Buffet, 4/5 Star"
Ohm - Hotel Avasa,Hitech City,"Hotel Avasa, Survey 64, Sector 1, HUDA Techno Enclave, Hitech City, Hyderabad","₹3,000",8 AM to 12 Midnight,3.9,"Japanese, Chinese, Indonesian, Thai",040 67282828,"Valet Parking Available, Luxury Dining, 4/5 Star"
Aish - The Park,Somajiguda,"The Park Hotel, 22, Raj Bhavan Road, Somajiguda, Hyderabad","₹2,000",12:30 PM to 11 PM,3.7,"Hyderabadi, Andhra",040 33165763,"4/5 Star, Luxury Dining"
Tummykart.com,Madhapur,"Ayappa Society, Madhapur, Hyderabad",₹650,8 AM to 11 PM,3.7,North Indian,"040 65288669, +91 9989246688",Wallet Accepted
Cafe Melange,Film Nagar,"Plot 383, Road 82, Film Nagar, Hyderabad",₹800,"12 Noon to 4 PM, 7 PM to 11 PM",3.8,"Cafe, Chinese, North Indian, Continental",040 65357894,"Outdoor Seating, Wifi, Smoking Area"
Punch Dhaba,Madhapur,"Plot 49, 100 Feet Road, Opposite Meridian School, Ayyappa Society, Madhapur, Hyderabad",₹600,24 Hours,3.9,"North Indian, Chinese, Andhra","+91 9347272737, +91 9347272747","Outdoor Seating, Zomato Fulfilled Delivery, Valet Parking Available, Wifi, Vegetarian Friendly"
Happyness,Madhapur,"Near Bliss Hotel, Opposite Vodafone Mobile Store, Ayyappa Society, Madhapur, Hyderabad",₹450,"12 Noon to 2 AM (Mon-Thu), 12 Noon to 3 AM (Fri-Sun)",3.5,"North Indian, Chinese",040 65281832,
Kholani's,Tolichowki,"Opposite Banares Hall, Tolichowki Main Road, Tolichowki, Hyderabad","₹1,000",12 Noon to 10:30 PM (Mon-Sun),2.7,"North Indian, Mughlai, Chinese, Biryani","040 64640123, 040 64640124",Buffet
Yum Yum Tree,Chandrayanagutta,"Near Peelee Dargah, Salala, Barkas, Chandrayanagutta, Hyderabad",₹350,9 AM to 11 PM,3.6,"Fast Food, Arabian","+91 9949910326, +91 9966093920",
Mist n Creams,Gachibowli,"Third Floor, SLN Terminus Mall, Gachibowli, Hyderabad",₹300,11 AM to 11 PM,2.4,"Ice Cream, Desserts",040 29802319,Desserts and Bakes
Sarvi Bakers & Restaurant,Banjara Hills,"Road 1, Opposite Care Hospital, Banjara Hills, Hyderabad",₹250,"12 Noon to 3:30 PM, 7 PM to 10:30 PM",3.8,"Bakery, Fast Food, Desserts",040 64501113,Desserts and Bakes
Chop Sticks,Srinagar Colony,"Main Road, Srinagar Colony, Hyderabad",₹400,"11 AM to 4 PM, 7 PM to 11 PM",3.6,Chinese,"040 66626655, +91 7416626655",
Kesariya's,Kondapur,"Opposite Aparna Towers, Ravi Enclave, Kondapur, Hyderabad",₹200,11:30 AM to 11:30 PM,2.8,"Desserts, Street Food",040 23116144,Desserts and Bakes
Shriji Rasoi,Ameerpet,"Shop G10 B, Surekha Chambers, Opposite Vijaya Textiles, Near Lal Bungalow, Ameerpet, Hyderabad",₹450,9 AM to 10 PM,3.8,North Indian,040 23736698,
Encounters - Taj Krishna,Banjara Hills,"Taj Krishna, Road 1, Banjara Hills, Hyderabad","₹2,400",11 AM to 11 PM,3.7,"Continental, North Indian","040 66292323, 040 66662323","Buffet, 4/5 Star"
Dhaba,Banjara Hills,"8-2-618/2/A, Block B, Road 11, Lane Beside Sarvi, Banjara Hills, Hyderabad",₹700,8 AM to 11 PM,4.2,"North Indian, Mughlai","+91 9985106711, 00 4065515510","Free Parking, Wifi"
Bangkok 169,Gachibowli,"2nd Floor, Venkata Sai Ganapathi's Gold, Beside Gachibowli Flyover, Gachibowli, Hyderabad",₹800,11 AM to 12 Midnight,3.7,Thai,"+91 9052477577, 040 64505505",Wifi
Universal Restaurant & Bakery Store,M.G. Road,"Near Chermas Store, Main Road, M.G. Road, Secunderabad",₹250,12 Noon to 12 Midnight,3.6,"Bakery, Fast Food, Desserts",040 27844089,Desserts and Bakes
Holi,Kondapur,"2-91/68/TH/6&7, Opposite Botanical Garden, Kondapur, Hyderabad",₹900,10:30 AM to 10:30 PM,3.7,"North Indian, Chinese","+91 8008225566, +91 8008335566","Buffet, Valet Parking Available, Wifi"
Jalsa,Banjara Hills,"4thfloor,Opposite TV9 Office, Q-Mart Building, Banjara Hills, Hyderabad","₹1,100",12 Noon to 12 Midnight,3.7,"North Indian, Chinese, Mughlai","+91 9696159999, +91 9000920002","City View, Valet Parking Available"
Shriji Rasoi,Gachibowli,"HIG 29A, Opposite DLF Software Park Gate 3, Gachibowli, Hyderabad",₹450,11 AM to 11 PM,2.4,North Indian,"+91 9985004558, +91 9030001932",
Kholani's,Banjara Hills,"IAS & JJ Cottage, Road 10, Banjara Hills, Hyderabad","₹1,000",12 Noon to 11:30 PM,3.9,"North Indian, Mughlai, Chinese, Biryani","040 64591751, +91 9866636844","Wifi, Buffet"
KS Bakers,Chanda Nagar,"Vijetha Supermarket Lane, Near Chanda Nagar Bus Stop, Chanda Nagar, Hyderabad",₹200,12 Noon to 10:30 PM,3.6,"Bakery, Desserts, Fast Food",040 33165238,"Vegetarian Friendly, Desserts and Bakes"
Biryani Art,Manikonda,"Level 1, Lalamma Gardens, Pappalguda, Manikonda, Hyderabad",₹700,12 Noon to 12 Midnight,3.5,"North Indian, Hyderabadi, Chinese",040 33165374,"Wifi, Valet Parking Available"
Almond House,Himayath Nagar,"Lingapur Building, Himayath Nagar, Hyderabad",₹300,11 AM to 11:45 PM,3.5,"Desserts, Street Food",040 33165279,"Vegetarian Friendly, Desserts and Bakes, Paid Parking"
Angaara 5,Banjara Hills,"Opposite Pension Office, Road 12, Banjara Hills, Hyderabad",₹550,"12 Noon to 3 PM, 7 PM to 11 PM",3.7,"North Indian, Chinese",040 33194150,"Valet Parking Available, Free Parking, Wifi"
Firehouse - Terrace Bar,Kondapur,"Terrace, Ektha Pearl, Above Ratnadeep Super Market, Kondapur, Hyderabad","₹1,300","12:30 PM to 3:30 PM, 6:30 PM to 10:30 PM",2.8,Finger Food,040 33165815,"Wifi, Nightlife, Rooftop, Live Music, Free Parking, Smoking Area, Live Sports Screening"
Pulp Pressery,Film Nagar,"Plot 407, Road No 81, Film Nagar, Hyderabad",₹900,"12 Noon to 3:30 PM, 7 PM to 11 PM",2.4,"Cafe, Tex-Mex, Beverages, Healthy Food",040 33165218,"Outdoor Seating, Wifi, Live Sports Screening, Pet Friendly"
Marhaba Restaurant,Mehdipatnam,"12-2-718/3/A, 4, Opposite Spencer's, Super Mart, Nanal Nagar Cross Road, Mehdipatnam, Hyderabad",₹400,"12 Noon to 3:30 PM, 7:15 PM to 11 PM",4.0,Arabian,"+91 9100381987, 040 23522889",
Athidhi,Miyapur,"Plot 23 & 24, Opposite Talki Town Theatre, Nandini Nagar, Miyapur, Hyderabad",₹800,7 PM to 11:30 PM,4.2,"Biryani, Chinese, North Indian","040 64605678, +91 9246835678",Valet Parking Available
Beer County,Jubilee Hills,"3rd Floor, 7th Heaven Building, Road 10, Jubilee Hills, Hyderabad","₹2,000",11 AM to 11 PM,3.5,"Continental, Italian, North Indian",040 33165712,"Rooftop, Live Music, Free Parking, Outdoor Seating, Smoking Area, Nightlife, Valet Parking Available, Wifi, Live Sports Screening, City View"
Krishna's Kitchen,Madhapur,"Plot 140, Kavuri Hills, Opposite Madhapur Police Station Road, Madhapur, Hyderabad",₹500,1 PM to 12:30 AM,3.9,"Biryani, Beverages, South Indian, North Indian, Chinese",040 33165077,Wifi
10 Downing Street,Gachibowli,"SLN Terminus Mall, Gachibowli, Hyderabad","₹1,800","12:30 PM to 3 PM, 7:30 PM to 11:45 PM",4.1,"North Indian, Chinese, Continental",Not Available,"Smoking Area, Live Sports Screening, Nightlife"
The Groove,Sainikpuri,"A1, 1st Avenue, Sainikpuri, Secunderabad",₹900,"12 Noon to 3 PM, 7:30 PM to 11:45 PM",4.2,"Cafe, Continental",+91 9849062323,"Outdoor Seating, Smoking Area, Live Sports Screening, Live Music, Valet Parking Available, Wifi, Karaoke"
